week,keywords,avg_engagement,video_count
2020-08-31/2020-09-06,beauty,0.06618281148989014,80
2020-08-31/2020-09-06,face,0.06618281148989014,80
2020-08-31/2020-09-06,hair,0.06618281148989014,80
2020-08-31/2020-09-06,instagram,0.06618281148989014,80
2020-08-31/2020-09-06,look,0.06618281148989014,80
2020-08-31/2020-09-06,makeup,0.06618281148989014,80
2020-08-31/2020-09-06,products,0.06618281148989014,80
2020-08-31/2020-09-06,skin,0.06618281148989014,80
2020-08-31/2020-09-06,tutorial,0.06618281148989014,80
2020-08-31/2020-09-06,video,0.06618281148989014,80
2020-09-07/2020-09-13,beauty,0.08183520877322296,68
2020-09-07/2020-09-13,face,0.08183520877322296,68
2020-09-07/2020-09-13,hair,0.08183520877322296,68
2020-09-07/2020-09-13,instagram,0.08183520877322296,68
2020-09-07/2020-09-13,look,0.08183520877322296,68
2020-09-07/2020-09-13,makeup,0.08183520877322296,68
2020-09-07/2020-09-13,products,0.08183520877322296,68
2020-09-07/2020-09-13,skin,0.08183520877322296,68
2020-09-07/2020-09-13,tutorial,0.08183520877322296,68
2020-09-07/2020-09-13,video,0.08183520877322296,68
2020-09-14/2020-09-20,beauty,0.06668582067038979,80
2020-09-14/2020-09-20,face,0.06668582067038979,80
2020-09-14/2020-09-20,hair,0.06668582067038979,80
2020-09-14/2020-09-20,instagram,0.06668582067038979,80
2020-09-14/2020-09-20,look,0.06668582067038979,80
2020-09-14/2020-09-20,makeup,0.06668582067038979,80
2020-09-14/2020-09-20,products,0.06668582067038979,80
2020-09-14/2020-09-20,skin,0.06668582067038979,80
2020-09-14/2020-09-20,tutorial,0.06668582067038979,80
2020-09-14/2020-09-20,video,0.06668582067038979,80
2020-09-21/2020-09-27,beauty,0.062023863478808484,90
2020-09-21/2020-09-27,face,0.062023863478808484,90
2020-09-21/2020-09-27,hair,0.062023863478808484,90
2020-09-21/2020-09-27,instagram,0.062023863478808484,90
2020-09-21/2020-09-27,look,0.062023863478808484,90
2020-09-21/2020-09-27,makeup,0.062023863478808484,90
2020-09-21/2020-09-27,products,0.062023863478808484,90
2020-09-21/2020-09-27,skin,0.062023863478808484,90
2020-09-21/2020-09-27,tutorial,0.062023863478808484,90
2020-09-21/2020-09-27,video,0.062023863478808484,90
2020-09-28/2020-10-04,beauty,0.0873073074804513,69
2020-09-28/2020-10-04,face,0.0873073074804513,69
2020-09-28/2020-10-04,hair,0.0873073074804513,69
2020-09-28/2020-10-04,instagram,0.0873073074804513,69
2020-09-28/2020-10-04,look,0.0873073074804513,69
2020-09-28/2020-10-04,makeup,0.0873073074804513,69
2020-09-28/2020-10-04,products,0.0873073074804513,69
2020-09-28/2020-10-04,skin,0.0873073074804513,69
2020-09-28/2020-10-04,tutorial,0.0873073074804513,69
2020-09-28/2020-10-04,video,0.0873073074804513,69
2020-10-05/2020-10-11,beauty,0.07132977354091564,87
2020-10-05/2020-10-11,face,0.07132977354091564,87
2020-10-05/2020-10-11,hair,0.07132977354091564,87
2020-10-05/2020-10-11,instagram,0.07132977354091564,87
2020-10-05/2020-10-11,look,0.07132977354091564,87
2020-10-05/2020-10-11,makeup,0.07132977354091564,87
2020-10-05/2020-10-11,products,0.07132977354091564,87
2020-10-05/2020-10-11,skin,0.07132977354091564,87
2020-10-05/2020-10-11,tutorial,0.07132977354091564,87
2020-10-05/2020-10-11,video,0.07132977354091564,87
2020-10-12/2020-10-18,beauty,0.07709864585250992,110
2020-10-12/2020-10-18,face,0.07709864585250992,110
2020-10-12/2020-10-18,hair,0.07709864585250992,110
2020-10-12/2020-10-18,instagram,0.07709864585250992,110
2020-10-12/2020-10-18,look,0.07709864585250992,110
2020-10-12/2020-10-18,makeup,0.07709864585250992,110
2020-10-12/2020-10-18,products,0.07709864585250992,110
2020-10-12/2020-10-18,skin,0.07709864585250992,110
2020-10-12/2020-10-18,tutorial,0.07709864585250992,110
2020-10-12/2020-10-18,video,0.07709864585250992,110
2020-10-19/2020-10-25,beauty,0.07860103199306982,112
2020-10-19/2020-10-25,face,0.07860103199306982,112
2020-10-19/2020-10-25,hair,0.07860103199306982,112
2020-10-19/2020-10-25,instagram,0.07860103199306982,112
2020-10-19/2020-10-25,look,0.07860103199306982,112
2020-10-19/2020-10-25,makeup,0.07860103199306982,112
2020-10-19/2020-10-25,products,0.07860103199306982,112
2020-10-19/2020-10-25,skin,0.07860103199306982,112
2020-10-19/2020-10-25,tutorial,0.07860103199306982,112
2020-10-19/2020-10-25,video,0.07860103199306982,112
2020-10-26/2020-11-01,beauty,0.06553864775157865,95
2020-10-26/2020-11-01,face,0.06553864775157865,95
2020-10-26/2020-11-01,hair,0.06553864775157865,95
2020-10-26/2020-11-01,instagram,0.06553864775157865,95
2020-10-26/2020-11-01,look,0.06553864775157865,95
2020-10-26/2020-11-01,makeup,0.06553864775157865,95
2020-10-26/2020-11-01,products,0.06553864775157865,95
2020-10-26/2020-11-01,skin,0.06553864775157865,95
2020-10-26/2020-11-01,tutorial,0.06553864775157865,95
2020-10-26/2020-11-01,video,0.06553864775157865,95
2020-11-02/2020-11-08,beauty,0.06490982129650652,85
2020-11-02/2020-11-08,face,0.06490982129650652,85
2020-11-02/2020-11-08,hair,0.06490982129650652,85
2020-11-02/2020-11-08,instagram,0.06490982129650652,85
2020-11-02/2020-11-08,look,0.06490982129650652,85
2020-11-02/2020-11-08,makeup,0.06490982129650652,85
2020-11-02/2020-11-08,products,0.06490982129650652,85
2020-11-02/2020-11-08,skin,0.06490982129650652,85
2020-11-02/2020-11-08,tutorial,0.06490982129650652,85
2020-11-02/2020-11-08,video,0.06490982129650652,85
2020-11-09/2020-11-15,beauty,0.06132043048132893,85
2020-11-09/2020-11-15,face,0.06132043048132893,85
2020-11-09/2020-11-15,hair,0.06132043048132893,85
2020-11-09/2020-11-15,instagram,0.06132043048132893,85
2020-11-09/2020-11-15,look,0.06132043048132893,85
2020-11-09/2020-11-15,makeup,0.06132043048132893,85
2020-11-09/2020-11-15,products,0.06132043048132893,85
2020-11-09/2020-11-15,skin,0.06132043048132893,85
2020-11-09/2020-11-15,tutorial,0.06132043048132893,85
2020-11-09/2020-11-15,video,0.06132043048132893,85
2020-11-16/2020-11-22,beauty,0.036797291606125666,104
2020-11-16/2020-11-22,face,0.036797291606125666,104
2020-11-16/2020-11-22,hair,0.036797291606125666,104
2020-11-16/2020-11-22,instagram,0.036797291606125666,104
2020-11-16/2020-11-22,look,0.036797291606125666,104
2020-11-16/2020-11-22,makeup,0.036797291606125666,104
