videoId,title,description,tags,clean_text,keywords,category,category_confidence,viewCount,likeCount,commentCount,engagement_rate,avg_views,avg_likes,avg_comments,avg_engagement_rate
88224,#Attractive High Bun Hair Style || #Style For Medium To Long Hair #एवरीडे हेयर स्टाइल #Shorts,"In this video I will teach you how to make Attractive High Bun Hair Style ||Style For Medium To Long Hair एवरीडे हेयर स्टाइल Shorts By Pushita Chauhan
Please give me your valuable feedback,And like,share my videos and subscribe my channel for such tips and more videos","['Shorts', 'Priyal Real Beauty', 'Hair Style', 'Engagement Make up', 'Party Make up', 'Bridal Make up', 'Hair treatment', 'Bridal juda', 'Make Priyal Real Beauty', 'Make up by Priyal', 'Beautiful Hair Style', 'Priyal’s New Hair Style', 'Hair Style For Kids', 'Hair Style For College Girls', 'real bridal juda hairstyle', 'advance bridal juda hairstyle', 'beautiful real bridal juda hairstyle for 2021', 'Attractive High Bun Hair Style', 'Style For Medium To Long Hair', 'एवरीडे हेयर स्टाइल']",#attractive high bun hair style #style for medium to long hair # #shorts in this video i will teach you how to make attractive high bun hair style style for medium to long hair shorts by pushita chauhan please give me your valuable feedback and like share my videos and subscribe my channel for such tips and more videos shorts priyal real beauty hair style engagement make up party make up bridal make up hair treatment bridal juda make priyal real beauty make up by priyal beautiful hair style priyal s new hair style hair style for kids hair style for college girls real bridal juda hairstyle advance bridal juda hairstyle beautiful real bridal juda hairstyle for 2021 attractive high bun hair style style for medium to long hair,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,944,36,2,0.0402542372881355,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
86317,"permanent hair extentions at Alisha’s Empire salon ☎️9899130018,7838480808",no description,[],permanent hair extentions at alisha s empire salon 9899130018 7838480808 no description,hair extensions,Hair Transformations & Makeovers,0.6003673,1339,58,0,0.0433159073935772,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
27868,Real Human Hair Patches,no description,[],real human hair patches no description,hair extensions,Hair Transformations & Makeovers,0.6003673,83,6,0,0.072289156626506,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
49814,cute hairstyle for long hair/ Pragati Verma inspired hairstyle😍 #pragativerma @PragatiVermaa,"#hairstyle #longhair #braids #cutehairstyle
#hairstyles #crown #style #trendy #girly
#hairstyle #longhair #braids #cutehairstyle
#hairstyles #crown #style #trendy #girly
#ponytail #ponytailhairstyle #bun #messybun
#scraf #blackhair #goodvibesonly #goodhairday #lovehair #hairhacks
#hacks",[],cute hairstyle for long hair pragati verma inspired hairstyle #pragativerma pragativermaa #hairstyle #longhair #braids #cutehairstyle #hairstyles #crown #style #trendy #girly #hairstyle #longhair #braids #cutehairstyle #hairstyles #crown #style #trendy #girly #ponytail #ponytailhairstyle #bun #messybun #scraf #blackhair #goodvibesonly #goodhairday #lovehair #hairhacks #hacks,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,5134185,159560,1182,0.0313081823113113,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
52872,Permanent Hair Extensions ❤️💃🏻,no description,[],permanent hair extensions no description,hair extensions,Hair Transformations & Makeovers,0.6003673,1154,21,4,0.0216637781629116,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
74948,"permanent hair extentions at Alisha’s Empire salon ☎️9899130018,7838489808",no description,[],permanent hair extentions at alisha s empire salon 9899130018 7838489808 no description,hair extensions,Hair Transformations & Makeovers,0.6003673,203,4,0,0.0197044334975369,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
53010,hairstyles for long hair Try something New  #hairstyles #shorts #Youtubeshorts,"Hey if you want take care of your Hairs you can checkout this best Hair tools are Available on Amazon or you can visit our website ❤️❤️❤️ www.indsho.com
Or you can buy this products from Amazon🎁
(1):-Best Revon One Step Hair Dryer https://amzn.to/3zTCTxo
(2):-Best Hair Straightener for girls https://amzn.to/3gI2bH2
(3):-Long Curly hair Wigs for girls 
https://amzn.to/3gTI8UO
(4):- Curly Wigs for girls https://amzn.to/3d4ZWLE

Don't forget subscribe our channel for latest videos 🤗
Share videos with your Friends or family member 💯💯💯",[],hairstyles for long hair try something new #hairstyles #shorts #youtubeshorts hey if you want take care of your hairs you can checkout this best hair tools are available on amazon or you can visit our website or you can buy this products from amazon 1 best revon one step hair dryer 2 best hair straightener for girls 3 long curly hair wigs for girls 4 curly wigs for girls don t forget subscribe our channel for latest videos share videos with your friends or family member,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,24,4,0,0.1666666666666666,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
70042,"hair color, cut &amp; style ✨👌",hair color.,[],hair color cut amp style hair color,hair extensions,Hair Transformations & Makeovers,0.6003673,23,2,0,0.0869565217391304,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
36987,👍✂️💈✂️new style hair focus ✂️💈✂️,no description,[],new style hair focus no description,hair extensions,Hair Transformations & Makeovers,0.6003673,797,95,15,0.13801756587202,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
19771,Clip in the hair extensions,no description,[],clip in the hair extensions no description,hair extensions,Hair Transformations & Makeovers,0.6003673,1191,12,0,0.0100755667506297,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
60142,Hair in slow motion,no description,[],hair in slow motion no description,hair extensions,Hair Transformations & Makeovers,0.6003673,22100,750,4,0.0341176470588235,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
21856,woman Hair Patches Clip in  | Hair Extensions,no description,[],woman hair patches clip in hair extensions no description,hair extensions,Hair Transformations & Makeovers,0.6003673,287,6,0,0.0209059233449477,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
28445,Hair Styling ❤  #Hairstyling,no description,[],hair styling #hairstyling no description,hair extensions,Hair Transformations & Makeovers,0.6003673,2457,72,1,0.0297110297110297,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
23711,"Strong Women Never Give-up,#Contour,#Contouring",no description,[],strong women never give up #contour #contouring no description,mukeshvelocity hair cut,Hair Transformations & Makeovers,0.54234123,64,4,1,0.078125,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
44217,"SHORT HAIR STYLES #2, #Shorts, #hairstyles, #shorthairlooks,#hairstyling, #shorthairhacks, #minihair","SHORT HAIR STYLES PART 2
#Shorts

Hair styles
Hair hacks
hair videos
short shelf
styling
hair
hair styling
mini hair hacks
mini hair videos
mini hair looks
short hair styles
short hair looks
hair looks simple
small hair styling
small hair looks","['#shorts', '#youtube shorts', '#hair styles', '#hair hacks', '#hair videos', '#short shelf', '#styling', '#hair', '#hair styling', '#mini hair hacks', '#mini hair videos', '#mini hair looks', '#short hair styles', '#short hair looks', '#hair looks simple', '#small hair styling', '#small hair looks']",short hair styles #2 #shorts #hairstyles #shorthairlooks #hairstyling #shorthairhacks #minihair short hair styles part 2 #shorts hair styles hair hacks hair videos short shelf styling hair hair styling mini hair hacks mini hair videos mini hair looks short hair styles short hair looks hair looks simple small hair styling small hair looks #shorts #youtube shorts #hair styles #hair hacks #hair videos #short shelf #styling #hair #hair styling #mini hair hacks #mini hair videos #mini hair looks #short hair styles #short hair looks #hair looks simple #small hair styling #small hair looks,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,1052,26,2,0.026615969581749,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
39282,Gymnastics 🤸‍♀️ Hairstyle,no description,[],gymnastics hairstyle no description,hair extensions,Hair Transformations & Makeovers,0.6003673,302907,6117,81,0.020461725876259,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
19922,#beautyfull hair gajra style#short#decent&amp; attractive,"#decent& attractive
#hair gajra 
#hair gajra style","['#decent& attractive', 'gajra hairstyle', 'gajra hairstyle for short hair', 'gajra hairstyle for long hair', 'hair', 'hair gajra making', 'gajra hairstyle on saree', 'hair style girl', 'gajra hairstyle bun', 'hairstyle with gajra', 'making beautiful hair accessories gajra', 'beautiful gajra for hair accessories', 'gajra hairstyle open hair', 'hair accessories', 'hair gajra', 'artificial hair gajra', 'simple gajra hairstyle', 'beautiful hairstyle', '4 types of beautiful gajra', 'beautiful hairstyles']",#beautyfull hair gajra style#short#decent amp attractive #decent attractive #hair gajra #hair gajra style #decent attractive gajra hairstyle gajra hairstyle for short hair gajra hairstyle for long hair hair hair gajra making gajra hairstyle on saree hair style girl gajra hairstyle bun hairstyle with gajra making beautiful hair accessories gajra beautiful gajra for hair accessories gajra hairstyle open hair hair accessories hair gajra artificial hair gajra simple gajra hairstyle beautiful hairstyle 4 types of beautiful gajra beautiful hairstyles,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,60,2,1,0.05,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
37501,"Hair dye, Blue western look",no description,[],hair dye blue western look no description,hair extensions,Hair Transformations & Makeovers,0.6003673,693,29,1,0.0432900432900432,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
20099,#haircare // long hair // hair waving in air //,no description,[],#haircare long hair hair waving in air no description,mukeshvelocity hair cut,Hair Transformations & Makeovers,0.54234123,6392,397,4,0.0627346683354192,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
64106,Beautiful🤗 #foryou #fyp #longhairstyle #hairstyles #mystyle #woman #Shorts,"Here you will find All the amazing Hairstyles in Existance, Short Hair Long hair all different Colorings and styles etc in #Shorts Content. 

Subscribe You Wont regret it :)  https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

Contact The Team On : info.enquiry365@gmail.com 
https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

#Professional #Hairstyle #Accessories #hairstyles #longhair #longhairstyle #IsThisAvailable","['hair', 'spray', 'color', 'girl', 'makeup', 'accessories', 'hairstyle', 'hairstyles', 'longhair', 'longhairstyle', 'isthisavailable']",beautiful #foryou #fyp #longhairstyle #hairstyles #mystyle #woman #shorts here you will find all the amazing hairstyles in existance short hair long hair all different colorings and styles etc in #shorts content subscribe you wont regret it contact the team on #professional #hairstyle #accessories #hairstyles #longhair #longhairstyle #isthisavailable hair spray color girl makeup accessories hairstyle hairstyles longhair longhairstyle isthisavailable,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,3664,44,0,0.0120087336244541,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
12906,😍😍😍#gril #longhair #woman #winterfashion #longhairstyle #fyp #Shorts,"Here you will find All the amazing Hairstyles in Existance, Short Hair Long hair all different Colorings and styles etc in #Shorts Content. 

Subscribe You Wont regret it :)  https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

Contact The Team On : info.enquiry365@gmail.com 
https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

#Professional #Hairstyle #Accessories #hairstyles #longhair #longhairstyle #IsThisAvailable #WinterFashion","['hair', 'spray', 'color', 'girl', 'makeup', 'accessories', 'hairstyle', 'hairstyles', 'longhair', 'longhairstyle', 'isthisavailable', '#WinterFashion']",#gril #longhair #woman #winterfashion #longhairstyle #fyp #shorts here you will find all the amazing hairstyles in existance short hair long hair all different colorings and styles etc in #shorts content subscribe you wont regret it contact the team on #professional #hairstyle #accessories #hairstyles #longhair #longhairstyle #isthisavailable #winterfashion hair spray color girl makeup accessories hairstyle hairstyles longhair longhairstyle isthisavailable #winterfashion,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,959,24,0,0.0250260688216892,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
8666,I feel Awesome 😏😏 #longhairfashion #longhair #hairstylelover  #foryou #Shorts,"Here you will find All the amazing Hairstyles in Existance, Short Hair Long hair all different Colorings and styles etc in #Shorts Content. 

Subscribe You Wont regret it :)  https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

Contact The Team On : info.enquiry365@gmail.com 
https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

#Professional #Hairstyle #Accessories #hairstyles #longhair #longhairstyle #IsThisAvailable #WinterFashion #woman #ladies","['hair', 'spray', 'color', 'girl', 'makeup', 'accessories', 'hairstyle', 'hairstyles', 'longhair', 'longhairstyle', 'isthisavailable', '#WinterFashion']",i feel awesome #longhairfashion #longhair #hairstylelover #foryou #shorts here you will find all the amazing hairstyles in existance short hair long hair all different colorings and styles etc in #shorts content subscribe you wont regret it contact the team on #professional #hairstyle #accessories #hairstyles #longhair #longhairstyle #isthisavailable #winterfashion #woman #ladies hair spray color girl makeup accessories hairstyle hairstyles longhair longhairstyle isthisavailable #winterfashion,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,812,25,0,0.0307881773399014,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
63163,Love you like a love song. 😋😋 #longhairstyle #hairstylelover #longhairfashion #fyp #Shorts,"Here you will find All the amazing Hairstyles in Existance, Short Hair Long hair all different Colorings and styles etc in #Shorts Content. 

Subscribe You Wont regret it :)  https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

Contact The Team On : info.enquiry365@gmail.com 
https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

#Professional #Hairstyle #Accessories #hairstyles #longhair #longhairstyle #IsThisAvailable #WinterFashion #woman #ladies","['hair', 'spray', 'color', 'girl', 'makeup', 'accessories', 'hairstyle', 'hairstyles', 'longhair', 'longhairstyle', 'isthisavailable', '#WinterFashion']",love you like a love song #longhairstyle #hairstylelover #longhairfashion #fyp #shorts here you will find all the amazing hairstyles in existance short hair long hair all different colorings and styles etc in #shorts content subscribe you wont regret it contact the team on #professional #hairstyle #accessories #hairstyles #longhair #longhairstyle #isthisavailable #winterfashion #woman #ladies hair spray color girl makeup accessories hairstyle hairstyles longhair longhairstyle isthisavailable #winterfashion,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,182,7,0,0.0384615384615384,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
54304,Lovely,"Here you will find All the amazing Hairstyles in Existance, Short Hair Long hair all different Colorings and styles etc in #Shorts Content. 

Subscribe You Wont regret it :)  https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

Contact The Team On : info.enquiry365@gmail.com 
https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

#Professional #Hairstyle #Accessories #hairstyles #longhair #longhairstyle #IsThisAvailable #WinterFashion #woman #ladies","['hair', 'spray', 'color', 'girl', 'makeup', 'accessories', 'hairstyle', 'hairstyles', 'longhair', 'longhairstyle', 'isthisavailable', '#WinterFashion']",lovely here you will find all the amazing hairstyles in existance short hair long hair all different colorings and styles etc in #shorts content subscribe you wont regret it contact the team on #professional #hairstyle #accessories #hairstyles #longhair #longhairstyle #isthisavailable #winterfashion #woman #ladies hair spray color girl makeup accessories hairstyle hairstyles longhair longhairstyle isthisavailable #winterfashion,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,111,8,0,0.072072072072072,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
53429,Very Nice 🏅🥇. #longhair #longhairstyle #Shorts,"Here you will find All the amazing Hairstyles in Existance, Short Hair Long hair all different Colorings and styles etc in #Shorts Content. 

Subscribe You Wont regret it :)  https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

Contact The Team On : info.enquiry365@gmail.com 
https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

#Professional #Hairstyle #Accessories #hairstyles #longhair #longhairstyle #IsThisAvailable #WinterFashion #woman #ladies","['hair', 'spray', 'color', 'girl', 'makeup', 'accessories', 'hairstyle', 'hairstyles', 'longhair', 'longhairstyle', 'isthisavailable', '#WinterFashion']",very nice #longhair #longhairstyle #shorts here you will find all the amazing hairstyles in existance short hair long hair all different colorings and styles etc in #shorts content subscribe you wont regret it contact the team on #professional #hairstyle #accessories #hairstyles #longhair #longhairstyle #isthisavailable #winterfashion #woman #ladies hair spray color girl makeup accessories hairstyle hairstyles longhair longhairstyle isthisavailable #winterfashion,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,571,16,0,0.0280210157618213,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
44491,A whole new perm 🤣🤣 #longhairstyle #curlyhair #perm #fyp #Shorts,"Here you will find All the amazing Hairstyles in Existance, Short Hair Long hair all different Colorings and styles etc in #Shorts Content. 

Subscribe You Wont regret it :)  https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

Contact The Team On : info.enquiry365@gmail.com 
https://www.youtube.com/channel/UCwthBA03m8zVr6X6LirBzSg?sub_confirmation=1

#Professional #Hairstyle #Accessories #hairstyles #longhair #longhairstyle #IsThisAvailable #WinterFashion #woman #ladies","['hair', 'spray', 'color', 'girl', 'makeup', 'accessories', 'hairstyle', 'hairstyles', 'longhair', 'longhairstyle', 'isthisavailable', '#WinterFashion']",a whole new perm #longhairstyle #curlyhair #perm #fyp #shorts here you will find all the amazing hairstyles in existance short hair long hair all different colorings and styles etc in #shorts content subscribe you wont regret it contact the team on #professional #hairstyle #accessories #hairstyles #longhair #longhairstyle #isthisavailable #winterfashion #woman #ladies hair spray color girl makeup accessories hairstyle hairstyles longhair longhairstyle isthisavailable #winterfashion,hairstyles longhair,Hair Transformations & Makeovers,0.5721877,3158,71,0,0.0224825839138695,267421.8798076923,5809.962225274725,41.589972527472526,0.028139946668790827
